# Real device fixtures: <expected device type>\t<agent>.
#
# Nothing here is a bot. That is the point: bot detection leans on generic
# tokens, and this file is the precision half of the bargain, sampled across the
# distinct shapes of the source set so the browsers, phones, feature phones and
# consoles of twenty years all get a say. TestDeviceFixturesAreNotBots asserts
# no row reads as a crawler; the device type is asserted where we claim one.
#
# Agent strings collected from the sources credited in testdata/NOTICE.md and
# redistributed under their licences. The expectations beside them are this
# project's own: a row is a claim about what the agent means, not a snapshot of
# whatever the parser said the day it was written.

Phone	Android 4.1.1;AppleWebKit/537.36;Build/HuaweiU8686;Prism II Build/HuaweiU8686
Phone	Android 4.1.2;AppleWebKit/534.30;Build/JZO54K;LG-E435f_gugu Build/JZO54K
Phone	Android 4.3;AppleWebKit/537.36;Build/JSS15J;SAMSUNG-SM-N9008_TD Release/08.30.2013 Browser/AppleWebKit53
Phone	Android com.mobileroadie.app_1414 5.1.000 lge-LG-P710 4.1.2 de DE
Phone	Android/1.0 (hwu8650 HuaweiU8650B836)
Phone	Android/1.0 (hwu8950N-1 HuaweiU8950N-1)
Phone	Android/3.2.0.2 samsung/GT-I9195 4.2.2
Phone	Android/HTC/HTC One mini/m4
Tablet	AndroidNative/2.0.51 (Linux; U; Android 4.2.2; de-de; LENOVO IdeaTab A3000-H; Build/JDQ39) tablet; 1024x552; Lenovo
Phone	AppTokens/Android/de/LGE/LG-D802/4.2.2/1.1.0/-/-/-/-/-/-
Phone	AppTokens/Android/de/samsung/SM-P605/4.3/1.1.0/-/-/-/-/-/-
Wearable	AppleCoreMedia/1.0.0.16R5303d (Apple Watch; U; CPU OS 5_0 like Mac OS X; en_au)
Tablet	AppsLauncher/Android/de/samsung/SM-T315/4.2.2/1.5.20/-/-/-/-/-/-
Phone	BBC News (AndroidApp; 2.5.1 WW; 58) LG-E975 (Android 4.1.2, SDK 16)
Phone	BBC iPlayer (AndroidApp; 3.1.0.748; 3100748) HTC Butterfly s (Android 4.3, SDK 18)
Unknown	BIRD K298
Unknown	BIRD S710_BLEU/1.00 Nucleus RTOS/V1.11.19 MTK6223/07A Release/07.28.2007 Browser/Teleca
Unknown	BIRD.D220/SW3.09.1015/WAP2.0 Profile/MIDP-2.0 Configuration/CLDC-1.0
Phone	BRAND: samsung; MODEL: GT-N7100; VERSION.RELEASE: 4.3; VERSION.INCREMENTAL: N7100XXUEMK9; VERSION.SDK: 18; FINGERPRINT: samsung/t03gxx/t03g:4.3/JSS15J/N7100XXUEMK9:user/release-keys; com.socialblade.android.youtubesubscriberswidget/0.0.7 (Linu
Phone	BaconReader/3.3.1(Android 4.4.2; LGE Nexus 4)
Phone	Band/2.4.4 (Android OS 4.1.2;samsung SHV-E210K)
Phone	Bible (LGE VS840 4G cayman_vzw_us;Android 2.3.6;en_US)
Phone	Bible 4.0.12 (LGE LG-LS855 lge_bproj;Android 2.3.4;en_US)
Phone	Bible 4.3.7 (LENOVO IdeaTab A3000-H IdeaTabA3000-H;Android 4.2.2;en_US;gzip)
Phone	Bible 4.3.7 (samsung GT-I9210 GT-I9210;Android 4.1.2;sv_SE;gzip)
Phone	BlackBerry (4.3)"  User-Agent: BlackBerry8330/4.3.0 Profile/MIDP-2.0Configuration/CLDC-1.1 VendorID/105 protocol: HTTP/1.1
Phone	BlackBerry6750/4.0.0 Profile/MIDP-1.0 Configuration/CLDC-1.0 UP.Browser/5.0.3.3
Phone	BlackBerry8220/4.1.0.98 Profile/MIDP-2.0 Configuration/CLDC-1.1/UCWEB7.6.0.75/159/800
Phone	BlackBerry9788/1.0.0.104 Profile/MIDP-2.0 Configuration/CLDC-1.1
Unknown	Bluevibe 3.0 r3912 Mozilla/4.0 (compatible; MSIE 6.0; LG-KS360/V10b Teleca/WAP2.0 MIDP-2.0/CLDC-1.1) UNTRUSTED/1.0
Unknown	Bluevibe 3.0 r3912 Mozilla/4.0 (compatible; MSIE 6.0; SAMSUNG-SGH-T528G/T528UDKJ2 Profile/MIDP-2.0 Configuration/CLDC-1.0) UNTRUSTED/1.0
Unknown	CELKON.C297.SonyEricssonK700c/R2AE SEMC-Browser/4.0.3 Profile/MIDP-2.0 Configuration/CLDC-1.1
Phone	CocoonJS/1.4 (android 4.0.3; LG-P880 AppleWebKit/999.00 (KHTML, like Gecko) Mobile Safari/9999.00.0
Phone	Dalvik/1.2.0 (Linux; U; Android 2.2.2; MTC Mini Build/HuaweiMTC_Mini)
Phone	Dalvik/1.4.0 (Linux; U; Android 2.3.3; HTC S910m Build/GRI40)
Phone	Dalvik/1.4.0 (Linux; U; Android 2.3.5; Fly IQ245ro.product.brand=Lenovo Build/GRJ22)
Phone	Dalvik/1.4.0 (Linux; U; Android 2.3.6; X905 Build/GRK39F)
Phone	Dalvik/1.6.0 (Linux; U; Android 4.0.3; I-mobile I-style Q1i Build/IML74K)
Phone	Dalvik/1.6.0 (Linux; U; Android 4.1.2; LG-P880 MIUI/3.7.19)
Phone	Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-T00 Build/HuaweiG730-T00)
Phone	Dalvik/1.6.0 (Linux; U; Android 4.4.2; MI PAD MIUI/KXFCNBF2.0)
Phone	Dalvik/1.6.0(Linux; U; Android 4.2.2; C6903 Sony/14.1.G.1.518) SonySelectSDK/1.0.9 mashup/0.2
Phone	Dalvik/1.6.0(Linux; U; Android 4.3; D5503 Sony/14.2.A.1.114) SonySelectSDK/1.0.17 SonySelect/3.0.22
Phone	Dalvik/1.6.0(Linux; U; Android 4.4.2; D6503 Sony/17.1.A.2.36) SonySelectSDK/999.999.999 TestClient/1.0
Phone	Deezer/4.3.0.9 (Android; 4.4.2; Mobile; de) HTC HTC One
Unknown	DoCoMo/2.0 D701i(c100;TB;W23H12)
Unknown	DoCoMo/2.0 D702iF
TV	DoCoMo/2.0 D903iTV
Unknown	DoCoMo/2.0 F01E(c500;TB;W24H16)
Unknown	DoCoMo/2.0 F08A3
Unknown	DoCoMo/2.0 F706i
Unknown	DoCoMo/2.0 F901iS(c100;TB;W23H12)
Unknown	DoCoMo/2.0 L03A
Unknown	DoCoMo/2.0 M702iG
Unknown	DoCoMo/2.0 N01C(c500;TB;W24H16)
Unknown	DoCoMo/2.0 N03D(c500;TB;W16H10)
Unknown	DoCoMo/2.0 N601i(c100;TB;W24H12)
Unknown	DoCoMo/2.0 N900iS(c100;TB;W24H12)
Unknown	DoCoMo/2.0 NetFront3.0(c100;TB)
Unknown	DoCoMo/2.0 P01E(c500;TB;W24H16)
Unknown	DoCoMo/2.0 P701iD(c100;TB;W24H12)
Unknown	DoCoMo/2.0 P706ie
TV	DoCoMo/2.0 P903iTV
Unknown	DoCoMo/2.0 SH01C(c500;TB;W16H10)
Unknown	DoCoMo/2.0 SH05A3(c500;TB;W20H12)
Unknown	DoCoMo/2.0 SH702iD
Unknown	DoCoMo/2.0 SH902i
Unknown	DoCoMo/2.0 SO905iCS(c100;TB;W24H18)
Unknown	Dr.Web anti-virus Light Version: 7.00.10.7031 Device model: HTC One S Firmware version: 4.1.1
Unknown	Dr.Web anti-virus Light Version: 7.00.10.7031 Device model: LG-P705 Firmware version: 4.0.3
Unknown	Dr.Web anti-virus Light Version: 7.00.11.7032 Device model: HTC One X Firmware version: 4.2.2
Unknown	Dr.Web anti-virus Light Version: 7.00.8.7029 Device model: ASUS Transformer Pad TF300TG Firmware version: 4.2.1
Unknown	Dr.Web anti-virus Light Version: 7.00.9.7030 Device model: HTC Wildfire Firmware version: 2.2.1
Phone	ERO247 Android Application (13, ero247 v2.1) - HTC HTC Desire HD A9191 htc_wwe - 00000000-7785-F425-FFFF-FFFFA20D793D
Phone	ERO247 Android Application (13, ero247 v2.1) - HTC HTC EVO 3D X515m htc_europe - 00000000-6076-94EF-69F0-E30D4B911CFA
Phone	ERO247 Android Application (13, ero247 v2.1) - HTC HTC One SV htc_europe - 00000000-169F-435B-B120-263856D18099
Phone	ERO247 Android Application (13, ero247 v2.1) - HTC HTC Sensation XL with Beats Audio X315e htc_europe - FFFFFFFF-9424-50D0-FFFF-FFFFE17E822B
Phone	ERO247 Android Application (13, ero247 v2.1) - HTC HTC Wildfire tmo_uk - 00000000-6D51-DDD6-FFFF-FFFFEC8DB655
Phone	ERO247 Android Application (13, ero247 v2.1) - HUAWEI U8180 Huawei - 00000000-40B0-1EDD-FFFF-FFFFDA716B36
Phone	ERO247 Android Application (13, ero247 v2.1) - LGE LG-E400 lge - 00000000-1622-7AA4-FFFF-FFFFD27D6CB8
Phone	ERO247 Android Application (13, ero247 v2.1) - LGE LG-P350 LGE - 00000000-2B54-92D7-40B8-B36D0F95CB93
Phone	ERO247 Android Application (13, ero247 v2.1) - LGE LG-P760 lge - 00000000-00EB-486A-7E4B-7B9218D5B761
Phone	ERO247 Android Application (13, ero247 v2.1) - Motorola XT389 motorola - 00000000-7A1B-CEBF-AA9B-8E000FDFFD69
Phone	ERO247 Android Application (13, ero247 v2.1) - Samsung GT-S5830 Samsung - 00000000-7B1D-9496-529A-27AF7E00D8BE
Phone	ERO247 Android Application (13, ero247 v2.1) - Sony C6603 Sony - 00000000-0C48-16E6-6401-D14659A7E193
Phone	ERO247 Android Application (13, ero247 v2.1) - Sony Ericsson LT26i SEMC - 00000000-5510-D339-9BEB-37B04BF057F0
Phone	ERO247 Android Application (13, ero247 v2.1) - Sony Ericsson ST18i SEMC - FFFFFFFF-8CD1-B56E-1B7A-4B931712C07B
Phone	ERO247 Android Application (13, ero247 v2.1) - Sony Ericsson WT19i SEMC - FFFFFFFF-9CB0-2D96-FFFF-FFFF88676C44
Phone	ERO247 Android Application (13, ero247 v2.1) - Sony ST21i Sony - 00000000-3BF6-3BA5-B67D-B76C35D89F8E
Phone	ERO247 Android Application (13, ero247 v2.1) - TCT ALCATEL ONE TOUCH 918D TCT - 00000000-2EF9-EED2-FFFF-FFFF979CEDEB
Phone	ERO247 Android Application (13, ero247 v2.1) - TCT Vodafone Smart II TCT - FFFFFFFF-DA38-1081-17A9-496716A69E76
Phone	ERO247 Android Application (13, ero247 v2.1) - lge LG-P970 lge - 00000000-5AFF-3276-28C9-FD913C6FA208
Phone	ERO247 Android Application (13, ero247 v2.1) - motorola Milestone MOTO_DACH - FFFFFFFF-AE6F-6587-BC1D-506172E3F813
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-I5800 samsung - 00000000-0033-C587-FFFF-FFFFD74A85AC
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-I8190 samsung - 00000000-11D2-B767-ACDC-283F3642E593
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-I9001 samsung - 00000000-0446-AC8D-B638-E66F3C42221F
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-I9100 samsung - 00000000-0672-0554-0009-F11713ABE776
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-I9195 samsung - 00000000-5E8B-FF0E-FFFF-FFFFAD0579BE
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-N7000 samsung - 00000000-136C-9E8A-BC6D-D578274EC5BD
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-N8020 samsung - 00000000-09B7-1346-6198-234368712977
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-S5300 samsung - FFFFFFFF-98B6-1899-AE75-2ACC0FFFE9DD
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-S5570I samsung - FFFFFFFF-C0CA-1F41-73BF-98A958A4CD93
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-S5830i samsung - 00000000-287F-7E53-FFFF-FFFFF05A0BE7
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung GT-S6312 samsung - FFFFFFFF-9300-7895-BC80-EFA00A6263F9
Phone	ERO247 Android Application (13, ero247 v2.1) - samsung SM-N9005 samsung - 00000000-5696-F3DA-FFFF-FFFFB3D006F9
Phone	ERO247 Android Application (13, ero247 v2.1) - unknown SPX-5 yusu - FFFFFFFF-C042-30C6-607B-59724104EC5D
Phone	ERO247 Android Application (16, ero247 v2.2.2) - HTC HTC One mini htc - FFFFFFFF-8DD7-A8DB-FFFF-FFFF8116AFCF
Phone	ERO247 Android Application (16, ero247 v2.2.2) - LGE Nexus 5 google - FFFFFFFF-94DA-6FB1-53E6-57AC3924B339
Phone	ERO247 Android Application (16, ero247 v2.2.2) - Sony Ericsson MT15i SEMC - 00000000-57D9-9BE6-FFFF-FFFF91201E9A
Phone	ERO247 Android Application (16, ero247 v2.2.2) - alps Cynus T1 alps - 00000000-67DC-738B-FFFF-FFFF94CF1257
Phone	ERO247 Android Application (16, ero247 v2.2.2) - samsung GT-S5280 samsung - 00000000-6EFB-1AA4-FFFF-FFFFBA9C06C2
Phone	ERO247 Android Application (16, ero247 v2.2.2) - samsung GT-S7562 samsung - 00000000-7131-D070-D56D-2E1C778E1A78
Phone	ERO4U Android Application (16, ero4u v2.2.2) - Sony C1605 Sony - 00000000-5A82-015A-FFFF-FFFFD4AA26D1
Phone	ET1 Android Application (16, et1 v2.2.2) - TCT ALCATEL ONE TOUCH 992D TCT - FFFFFFFF-F0A7-117E-FFFF-FFFF8EC948B2
Phone	Evernote Android/AM_571_655.1057103 (ru_RU); Android/4.3; HTC One/18;
Unknown	FAKE_USER_AGENT SAMSUNG RL-A760
Unknown	Futbol24 1.7.1/11 (samsung/GT-I9505; OS 18; 1080x1920@480; deu)
Phone	GT-N7102 Linux/3.0.13 Android/4.1.1 Release/01.25.2013 Browser/AppleWebKit534.30 Profile/MIDP-2.0 Configuration/CLDC-1.1 Mobile Safari/534.30 Android 4.0.1;
Phone	GetJarSDK/20130302.04 (8) com.miniclip.railrush/24 android/4.3 (asus; WW_epad; K00E)
Phone	Gismeteo Android 1.0.5, LGE hammerhead, 4.4.2
Phone	GoogleEarth/7.1.0002.2011(Android;Android (HTC Sensation XL with Beats Audio X315e-runnymede-user-4.0.3);de-DE;kml:2.2;client:Free;type:default)
Phone	GoogleEarth/7.1.0003.1255(Android;Android (HTC Sensation XE with Beats Audio Z715e-pyramid-user-4.0.3);de-DE;kml:2.2;client:Free;type:default)
Phone	Groupon/2.10.3156 (Android 4.2.2; HTC Endeavoru / Htc HTC One X; O2 - de)[preload=false;locale=en_DE;clientidbase=android-htc-rev]
Phone	Groupon/2.10.3166 (Android 4.1.2; Samsung Espresso10rf / Samsung GT-P5100; O2 - de)[preload=true;locale=de_DE;clientidbase=android-samsung]
Phone	Groupon/2.3.2787 (Android 4.2.2; Samsung Ks01lte / Samsung GT-I9506; O2 - de)[preload=true;locale=de_DE;clientidbase=android-samsung]
Phone	Groupon/3.0.3228 (Android 4.1.2; Samsung P4noterf / Samsung GT-N8000; O2 - de)[preload=false;locale=de_DE;clientidbase=android-samsung]
Computer	HPiPAQrw6815/1.0 Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC; 240x320)
Unknown	HTC Agent
Phone	HTC Butterfly_4.3_weibo_4.2.6_android
Unknown	HTC Desire S_4.0.4_weibo_2.8.1_htc_new
Phone	HTC Droid Incredible 2 Android_SDK
Phone	HTC Gratia Android_SDK
Phone	HTC Incredible S_2.3.5_weibo_4.1.5_android
Computer	HTC MAX 4G Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC)/7.6.1.82/31/400
Unknown	HTC One X; 4.2.2; JDQ39; de-de
Unknown	HTC P3350
Computer	HTC S620/5.2.968/WAP2.0 Profile/MIDP2.0 Configuration/CLDC1.0 (compatible; MSIE 6.0; Windows CE; Smartphone)
Unknown	HTC Sensation XE
Unknown	HTC Streaming Player htc / 1.0 / htc_europe / 4.1.2
Unknown	HTC Streaming Player htc_europe / 1.0 / htc_chacha / 2.3.5
Unknown	HTC Streaming Player htc_europe / 1.0 / htc_pico / 2.3.5
Unknown	HTC Streaming Player htc_europe / 1.0 / htc_saga / 2.3.5
Unknown	HTC Streaming Player htc_wwe / 1.0 / htc_ace / 2.3.5
Unknown	HTC Streaming Player htc_wwe / 1.0 / htc_vivo / 4.0.4
Unknown	HTC Streaming Player vodafone_uk / 1.0 / htc_legend / 2.2
Phone	HTC Thunderbolt Android_SDK
Phone	HTC Touch Viva T2223 / YouTube-3.0
Unknown	HTC-7 Mozart T8698/UCWEB2.0.0.149/47/32079
Unknown	HTC-A620e/UCWEB2.5.0.202/47/33624
Unknown	HTC-F5151/1.0 Mozilla/5.0 (BMP; U; en) AppleWebKit/530.8 (KHTML, like Gecko) OBIGO/W10 Safari/530.8
Phone	HTC-J-One-mini/1.0 Linux/2.6.35.7 Android/4.1.1 Release/08.12.2013 Browser/AppleWebKit533.1 (KHTML, like Gecko) Mozilla/5.0 Mobile
Unknown	HTC-PI39100/UCWEB2.8.0.249/47/355
Unknown	HTC-Radar C110e/UCWEB2.2.0.157/47/355
Unknown	HTC-T8697/UCWEB2.0.0.149/47/32079\n
Phone	HTC-Windows Phone 8X by HTC/UCWEB2.7.0.223/49/355
Phone	HTC802t_TD/1.0 Android/4.1 release/2013 Browser/WAP2.0 Profile/MIDP-2.0 Configuration/CLDC-1.1
Computer	HTCGemini/131169 Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC; 240x320)
Phone	HTC_ChaCha_A810e/Mozilla/5.0(Linux; U; Android 2.3.3;it-it; Build/GRH78C) AppleWebkit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
Phone	HTC_DesireS_S510e_Mozilla/5.0(Linux; U; Android 2.3.3;it-it; Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
Tablet	HTC_Diamond Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11)
Tablet	HTC_HERALD Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11)
Unknown	HTC_OneXplus/1.0
Computer	HTC_P3301 Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC)/UC Browser7.7.1.88
Computer	HTC_P3700 Opera/9.50 (Windows NT 5.1; U; en)
Unknown	HTC_SensationXE_Beats/1.0
Tablet	HTC_Snap_S526 Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 8.12; MSIEMobile 6.0)
Tablet	HTC_Touch Cruise Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC; 240x320; HTC_Touch Cruise)/UC Browser7.7.1.88
Tablet	HTC_Touch2_T3333 Opera/9.50 (Windows NT 5.1; U; en)
Tablet	HTC_Touch_3G_T3232 Opera/9.50 (Windows NT 5.1; U; nl)
Tablet	HTC_Touch_Diamond2_T5353 Opera/9.50 (Windows NT 5.1; U; en)
Tablet	HTC_Touch_HD_T8282-orange/PPC; 480x800 OpVer 34.119.2.731 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11)
Tablet	HTC_Touch_Pro2_TPC Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 8.12; MSIEMobile 6.0)
Tablet	HTC_Touch_Viva_T2223 Opera/9.50 (Windows NT 5.1; U; en)
Unknown	HTC_WildfireS_A510e/1.0
Unknown	HUAWEI-G6626/1.0 MOCOR_09A/ThreadX 4.0 Release/05.26.2011 Browser/Dorado WAP-Browser 1.0  Profile/MIDP-2.0 Config/CLDC-1.1
Unknown	HUAWEI-M318/001.00 ACS-NetFront/3.2
Unknown	HUAWEI-U2800/001.00 Browser/Obigo-Browser/Q05A MMS/UNIBOX/V1.2 HuaweiJava/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1
TV	HbbTV/1.1.1 (+PVR;Humax;HD FOX+;1.00.12;1.0)CE-HTML/1.0 ANTGalio/3.1.1.23.04.09
TV	HbbTV/1.1.1 (; CUS:MEDION; MB70; 1.0; 1.0;) LOH; Opera; CE-HTML/1.0 NetFront/4.1 NETRANGEMMH
TV	HbbTV/1.1.1 (; ST; FLTk3D; 1.0; 1.0;) NetFront/3.5
TV	HbbTV/1.1.1 (;Metz;MMS;;;) CE-HTML/1.0
TV	HbbTV/1.1.1 (;Samsung;SmartTV2013;T-FXPDEUC-1102.2;;) WebKit
Unknown	HideMe.mobi Browser Nokia7500/2.0 (05.21) Profile/MIDP-2.1 Configuration/CLDC-1.1
TV	Http://Atamg.wup.ru/SAMSUNG-GT-S5233T/S5233TXEJF1 SHP/VPP/R5 Jasmine/0.8 Qtv5.3 SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1
Unknown	Huawei/1.0/0HuaweiG6610/SW03 Browser/Obigo-Browser/Q03C MMS/Obigo-MMS/1.2
TV	Huawei/1.0/0HuaweiU1300/B123 Browser/Obigo-Browser/Q05A MMS/Obigo-MMS/Q05A SyncML/HW-SyncML/1.0 Java/HWJa/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 Player/QTV-Player/5.3
Phone	Huawei/1.0/HUAWEI-G6609   Browser/Opera MMS/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 Opera/9.80 (MTK; Nucleus; Opera Mobi/4000; U; de-DE) Presto/2.5.28 Version/10.10
Phone	HuaweiT8500_TD/1.0 (Linux; U; Android 2.2.2; zh-cn) Release/7.27.2011 Browser/WAP2.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 AppleWebKit/533.1
Unknown	HuaweiU3100/B000 Browser/Obigo-Browser/Q05A MMS/Obigo-MMS/Q05A SyncML/HW-SyncML/1.0 Java/HWJa/2.0 Profile/MIDP-2.0 Configurat
Computer	ICE Browser/5.05 (Java 1.4.0; Windows 2000 5.0 x86)
Phone	ICQ_Android/5.1 (Android; 15; 4.0.4; LG-P990-P99030a.1211302332; LG-P990; de-DE)
Phone	Instagram 1.0.0 Android IC (10/2.3.4; 240dpi; 540x960; HTC/sprint; PG86100; shooter; shooter)
Phone	Instagram 1.1.7 Android (10/2.3.4; 160dpi; 480x320; LGE/Verizon; LG-VS700; VS700; gelato; en_US)
Phone	Instagram 3.0.5 Android (10/2.3.6; 240dpi; 480x800; samsung; SAMSUNG-SGH-I927; SGH-I927; n1; en_US)
Phone	Instagram 3.1.0 Android (10/2.3.4; 160dpi; 320x480; HTC/metropcs_us; HTC-PG762; marvelc; marvelc; en_US)
Phone	Instagram 4.2.2 Android (10/2.3.5; 240dpi; 480x800; HTC/o2_de; HTC Desire HD A9191; ace; spade; de_DE)
Phone	Instagram 5.0.2 Android (15/4.0.3; 240dpi; 540x960; HTC/vodafone_de; HTC Sensation Z710e; pyramid; pyramid; de_DE)
Phone	Instagram 5.0.7 Android (17/4.2.2; 240dpi; 480x800; samsung; SM-G350; cs02; hawaii_ss_cs02; de_DE)
Phone	Instagram 5.1.0 Android (17/4.2.2; 240dpi; 480x854; GT-1317/samsung; GT-1317; GT-1317; mt6572; de_DE)
Phone	Instagram 5.1.7 Android (18/4.3; 480dpi; 1080x1920; samsung/Verizon; SCH-I545; jfltevzw; qcom; en_US)
Unknown	JUC (DFH3;U; 4.0.3; zh-cn; HTC_Sensation_XL_with_Beats_Audio_X315e; 480*800) UCWEB7.9.0.94/139/352
Computer	JUC (Linux; U; 2.3.5; zh-cn; HTC_Sensation_XL_with_Beats_Audio_X315b; 480*800) UCWEB7.9.3.103/139/1002
Computer	JUC (Linux; U; 2.3.6; zh-cn; Motorola_MOT-XT681; 480*854) UCWEB7.9.0.94/139/800
Computer	JUC (Linux; U; 4.0.4; zh-cn; Celkon_CT_9; 480*752) UCWEB7.9.0.94/139/444
Computer	JUC (Linux; U; 4.0.8; zh-cn; HTC_inspire_4G; 480*800) UCWEB7.9.4.145/139/800
Phone	JUC(Linux;U;Android2.3.3;Zh_cn;SAMSUNG-SGH-I997R;480*800;)UCWEB7.8.0.95/139/444
